course,subject,exam,question,extract,optionA,optionB,optionC,optionD,optionE,optionF,optionG,correct_answer,Rationale,study_tip
HESI A2,Grammar,HESI A2 Grammar Practice Exam,"Which of the following words fits best in the sentence below? ___________ she is the youngest member of her class, Octavia is taller than her classmates.",,Despite,Since,Although,Provided,,,,C,"The word 'Although' is the correct choice as it is used to introduce a contrast between two ideas. In this sentence, it highlights the unexpected nature of Octavia being taller than her classmates despite being the youngest member of her class. This conjunction effectively conveys the discrepancy between her age and height in the context of the sentence. 

Choice A ('Despite') indicates a contradiction or contrast but does not capture the nuance of unexpectedness present in the sentence. Choice B ('Since') implies a causal relationship, which is not the intended meaning. Choice D ('Provided') suggests a condition or stipulation, which is not suitable for the context of the sentence. Therefore, 'Although' is the most appropriate choice.",
HESI A2,Grammar,HESI A2 Grammar Practice Exam,"Which of the following words or phrases fits best in the following sentence? If you ever ___________ at County Medical, you would know how grueling a shift there can be.",,work,are working,had worked,working,,,,A,"The word 'work' (option A) is the most suitable choice for the sentence. The sentence is in the simple present tense and is discussing a general scenario or experience. The present simple tense is used to describe habits, routines, or general truths. Therefore, the word 'work' best fits in this context to indicate a general experience at County Medical without specifying a particular timeframe. Choices B, C, and D create incorrect tenses or imply specific past actions, which do not align with the intended meaning of the sentence.",
HESI A2,Grammar,HESI A2 Grammar Practice Exam,I am looking forward to ___________ on a vacation next month.,,Go,Going,Be going,Going to go,,,,B,"In this sentence, the correct form is the gerund 'going' after the preposition 'to.' The gerund form is used after prepositions to indicate an action or state. Therefore, 'Going' is the correct choice to complete the sentence. Choice A ('Go') is incorrect because it is not the gerund form required after 'to.' Choice C ('Be going') is incorrect as it is not the standard form used in this context. Choice D ('Going to go') is redundant and unnecessarily wordy.",
HESI A2,Grammar,HESI A2 Grammar Practice Exam,Select the phrase that makes the following sentence grammatically correct. There is a fountain ______ the driveway and the main entrance.,,among,between,by way of,in conjunction with,,,,B,"The correct preposition to use in this sentence to indicate the position of the fountain in relation to the driveway and the main entrance is 'between.' 'Between' conveys that the fountain is positioned centrally or in the middle of the driveway and the main entrance, making it the most suitable phrase to complete the sentence correctly. The other options do not accurately describe the fountain's position between two distinct locations, making them grammatically incorrect choices for this sentence.",
HESI A2,Grammar,HESI A2 Grammar Practice Exam,Select the phrase that makes the following sentence grammatically correct: 'Working ____ the mission of the entire committee.',,to peace is,toward peace was,to peace was,toward peace am,,,,B,"The correct phrase to complete the sentence is 'toward peace was.' In this context, 'toward peace' is the appropriate prepositional phrase to indicate the direction or goal of the work being done. Additionally, the verb tense should be in the past tense ('was') to match the structure of the sentence. Choice A and C are incorrect because 'to peace' does not convey the intended sense of direction or goal. Choice D is incorrect as 'am' is present tense, which does not agree with the past tense structure of the sentence.",
HESI A2,Grammar,HESI A2 Grammar Practice Exam,Select the word that correctly completes the following sentence: 'The intern was surprised by the ____ of pain he was in after his first day of work.',,amount,frequency,number,amplitude,,,,A,"The correct answer is 'amount.' In this context, 'amount' is used to describe the intensity or level of pain, which is an uncountable noun. 'Frequency' (B) refers to how often something occurs, 'number' (C) is used for countable objects, and 'amplitude' (D) is typically used in the context of sound or waves, not pain.",
HESI A2,Grammar,HESI A2 Grammar Practice Exam,What word is best to substitute for the underlined word in the following sentence? Roseanne was sent to the lab to collect Roseanne's results.,,she,their,her,hers,,,,C,"The correct option to substitute for 'Roseanne's' is 'her' to maintain correct pronoun-antecedent agreement. In this case, using 'her' makes the sentence grammatically correct and clear by referring back to Roseanne in a proper manner. Choice A, 'she,' is a subject pronoun and does not match the possessive form needed in the sentence. Choice B, 'their,' is plural and does not agree with the singular possessive 'Roseanne's.' Choice D, 'hers,' is a possessive pronoun but cannot directly replace 'Roseanne's' in this context; 'her' is the appropriate choice to indicate possession.",
HESI A2,Grammar,HESI A2 Grammar Practice Exam,Select the word or phrase that makes this sentence grammatically correct. Sadie and her mother were excited to ________ the award.,,be received,receiving,receive,have been received,,,,C,"The correct answer is 'C: receive.' In this sentence, 'receive' is the infinitive form of the verb that should follow the preposition 'to.' Therefore, the sentence should read: 'Sadie and her mother were excited to receive the award.' 'Be received' (A) is not appropriate in this context as it changes the passive voice. 'Receiving' (B) is a gerund form and does not fit after 'to.' 'Have been received' (D) is in the wrong tense and does not suit the sentence structure.",
HESI A2,Grammar,HESI A2 Grammar Practice Exam,"Select the correct word for the blank in the following sentence: 'The other day, Stan ____ reviewing his class notes in preparation for the final exam.'",,begins,begun,begin,began,,,,D,"The sentence is in the past tense, indicating that the action occurred before the present moment. 'Began' is the correct past tense form of the verb 'begin' in this context. It shows that Stan started reviewing his class notes in the past. Choice A ('begins') is incorrect as it represents present tense. Choice B ('begun') is incorrect as it is the past participle form and does not fit the sentence structure. Choice C ('begin') is incorrect as it is the base form of the verb and not appropriate for the past tense context of the sentence.",
HESI A2,Grammar,HESI A2 Grammar Practice Exam,Select the word or phrase that makes the following sentence grammatically correct: 'Screaming ____ took the shopkeeper by surprise.',,We,They,Them,Our,,,,D,"The correct answer is 'Our.' In this sentence, the possessive pronoun 'Our' is needed to show ownership and make the sentence grammatically correct. 'Screaming our took the shopkeeper by surprise' indicates that the shopkeeper was surprised by the screaming of a group or individuals related to 'our.' Choices A, B, and C are incorrect as they are pronouns referring to people ('We', 'They', 'Them'), not possessive pronouns that indicate ownership.",
HESI A2,Grammar,Grammar HESI A2 Practice Test,"Select the phrase that will make the following sentence grammatically correct. Over the next few months, we ___________.",,listen and learn,listening and learning,had listened and learned,will listen and learn,,,,D,"The correct phrase to use in this sentence is 'will listen and learn' because it indicates actions that will take place in the future. The verb 'will' is needed to show that these actions have not occurred yet but are planned for the upcoming months. Choices A, B, and C are incorrect because they do not convey the future tense required in the sentence. Choice A lacks the future tense, choice B is in the present continuous tense, and choice C is in the past perfect tense, which are all grammatically incorrect in this context.",
HESI A2,Grammar,Grammar HESI A2 Practice Test,"Select the phrase in the sentence that is not used correctly. Until his trip to Puerto Rico, Javier had never seen his ancestral home.",,Until his trip,had never,never seen,his ancestral home,,,,C,"The phrase 'never seen' in the sentence is not used correctly. The correct phrase should be 'never seen,' which is the past participle form of the verb 'see.' In this context, 'seen' is the correct past participle to use with 'had never.' Choice A, 'Until his trip,' is correct as it sets the time frame. Choice B, 'had never,' is also correct as it indicates the past perfect tense. Choice D, 'his ancestral home,' is also used correctly as it refers to the place Javier had never seen before.",
HESI A2,Grammar,Grammar HESI A2 Practice Test,Select the word or phrase that makes this sentence grammatically correct: 'A child is not yet old enough to know what is healthy for ____.',,him or her,them,it,she or he,,,,A,"The correct answer is 'him or her' because it agrees with the singular noun 'child.' When referring to a singular subject of unknown gender, 'him or her' is a suitable pronoun choice to maintain grammatical correctness. Options B, C, and D are incorrect as they do not match the singular form of 'child.' Using 'them' (B) would be plural, 'it' (C) is not appropriate for a person, and 'she or he' (D) is unnecessarily wordy and less commonly used in modern English.",
HESI A2,Grammar,Grammar HESI A2 Practice Test,"Which word is used incorrectly in the following sentence? The design was incredibly complex, with multicolored, repeating patterns.",,incredible,complex,multicolored,repeating,,,,A,"The word 'incredible' is used incorrectly in the sentence. The correct form in this context should be 'incredibly' to modify the adjective 'complex.' Therefore, the corrected sentence is, 'The design was incredibly complex, with multicolored, repeating patterns.' The other choices (B, C, D) are used appropriately in the sentence and do not need any corrections.",
HESI A2,Grammar,Grammar HESI A2 Practice Test,What word is best to substitute for the underlined words in the following sentence? Mr. Menotti's wife collected Mr. Menotti's belongings for the ride home.,,her,him,he,his,,,,D,"The word 'his' is the possessive form of the pronoun 'Mr. Menotti,' indicating that the belongings belong to him. Using 'her,' 'him,' or 'he' would not be grammatically correct in this context as they do not reflect the possession by Mr. Menotti. 'Her' would imply the belongings belong to his wife, 'him' is an objective pronoun, and 'he' is a subject pronoun, neither of which correctly shows possession.",
HESI A2,Grammar,Grammar HESI A2 Practice Test,"In the following sentence, which word or phrase is the subject: 'The nurses went to the conference room.'",,conference,went to,room,nurses,,,,D,"In the sentence, 'The nurses went to the conference room,' 'nurses' is the subject. The subject of a sentence is typically the noun or pronoun that carries out the action or is described in the sentence. In this case, 'nurses' is the noun performing the action of going to the conference room. Choices A, B, and C are not the subject. 'Conference' and 'room' are objects of the prepositions 'to' and 'the,' while 'went to' is the verb phrase indicating the action performed by the subject.",
HESI A2,Grammar,Grammar HESI A2 Practice Test,"Select the phrase that will make this sentence grammatically correct. As the concert ended, my friends ___________.",,ask for a ride home,asked for a ride home,have asked for a ride home,are asking for a ride home,,,,B,"The sentence is in past tense ('As the concert ended'). Therefore, the correct verb form to use is 'asked,' as it agrees with the past tense of the sentence. Choice A is incorrect because 'ask' is not in agreement with the past tense context. Choice C is incorrect because 'have asked' is present perfect tense, not past tense. Choice D is incorrect because 'are asking' is present continuous tense, not past tense.",
HESI A2,Grammar,Grammar HESI A2 Practice Test,"What punctuation is needed in the following sentence to make it correct? Do not be afraid to ask questions in his class, he is very approachable and explains things well.",,Hyphen,Comma,Apostrophe,Semicolon,,,,B,"The correct punctuation needed in the given sentence is a comma after 'class.' This comma is necessary to separate the two independent clauses 'Do not be afraid to ask questions in his class' and 'he is very approachable and explains things well.' Commas are used to separate independent clauses when they are joined by a coordinating conjunction like 'and.'

Choice A, 'Hyphen,' is incorrect as a hyphen is not needed to connect any words in the sentence.
Choice C, 'Apostrophe,' is incorrect as there is no possession or contraction being indicated in the sentence that requires an apostrophe.
Choice D, 'Semicolon,' is incorrect as a semicolon is not used to join two independent clauses in this context; a comma followed by a coordinating conjunction is more appropriate.",
HESI A2,Grammar,Grammar HESI A2 Practice Test,Which word is not used correctly in the context of the following sentence? Does your grimace infer that you loathed the performance?,,grimace,infer,loathed,performance,,,,B,"The word 'infer' is used incorrectly in the sentence. 'Infer' means to deduce or conclude something based on evidence and reasoning, while in the sentence, the speaker is actually asking if the grimace suggests that the person hated the performance. The correct word that should be used in this context is 'imply' or 'suggest.' 'Grimace' (choice A), 'loathed' (choice C), and 'performance' (choice D) are all used appropriately in the sentence.",
HESI A2,Grammar,Grammar HESI A2 Practice Test,"Select the best word for the blank in the following sentence: 'The student sang well, but she danced ____.'",,badly,badly,poorly,poorer,,,,B,"Badly' is the correct adverb to modify 'danced'. In this context, 'badly' is used to describe the manner in which the student danced, indicating that her dancing performance was not good, contrasting with her singing ability. 'Poorly' (choice C) is also an adverb, but 'badly' is more commonly used in this context to describe performance in an artistic or skill-based activity. Choice D, 'poorer,' is incorrect as it is the comparative form of 'poor,' not the appropriate adverb to describe how she danced.",
HESI A2,Grammar,Grammar HESI A2 Practice Test,Which word is used incorrectly in the following sentence? Dr. Leo laid the paperwork out upon the table for us to view.,,lay,upon,us,view,,,,A,"In the sentence provided, the word 'lay' is used incorrectly. The correct past tense of 'lay' in this context should be 'lay.' Therefore, the sentence should read, 'Dr. Leo laid the paperwork out upon the table for us to view.' 'Laid' is the past participle of 'lay' when it requires an object. In this sentence, 'lay' is the correct choice as it is used without an object. The other choices ('upon,' 'us,' 'view') are used appropriately in the sentence and do not contain any errors.",
HESI A2,Grammar,Grammar HESI A2 Practice Test,Which word is not spelled correctly in the context of the following sentence? Everyone in the fraternity found the four boys' pranks sophomoric.,,Everyone,fraternity,boys',sophomoric,,,,C,"The word 'boys'' should be spelled as 'boys' in this context. The correct possessive form of the plural noun 'boys' does not require an apostrophe before the final S, which indicates possession. In this sentence, the intent is to show that the pranks belong to the four boys collectively, so the correct possessive form is 'boys' without the additional apostrophe.",
HESI A2,Grammar,Grammar HESI A2 Practice Test,"What word is best to substitute for the underlined words in the following sentence? Francesca, Bill, and I enjoy using the hospital pool.",,They,We,Them,Us,,,,B,"The sentence is written in the first-person point of view, so the appropriate pronoun to use as a substitute for 'Francesca, Bill, and I' would be 'we.' This choice maintains the correct subject-verb agreement and ensures consistency in the sentence structure by keeping the pronoun in the nominative case. Choice A, 'They,' is incorrect as it changes the subject of the sentence, leading to a lack of agreement between the pronoun and the verb. Choices C and D, 'Them' and 'Us,' are both objective pronouns and do not fit the role of the subject in this sentence.",
HESI A2,Grammar,Grammar HESI A2 Practice Test,Which word is not spelled correctly in the context of the following sentence? I like the way the bride's stationery complements her wedding decor.,,bride's,stationery,complements,decor,,,,C,"The word 'complements' is not spelled correctly in the context of the sentence. The correct spelling should be 'complements,' which means 'enhances or goes well with.' 'Compliments' in this context would refer to expressions of praise or admiration. The other choices ('bride's,' 'stationery,' 'decor') are correctly spelled and fit the context of the sentence.",
HESI A2,Grammar,Grammar HESI A2 Practice Test,Select the word or phrase that makes this sentence grammatically correct: 'Picking up groceries ____ one of the things you are supposed to do?',,Is,Am,Is it,Are,,,,A,"The correct answer is 'Is.' In this sentence, the subject 'picking up groceries' is singular, so it should be followed by the singular form of the verb 'to be,' which is 'is.' The verb should agree with the subject in number. 'Am' is incorrect as it is the first person singular form, 'Is it' creates an unnecessary question structure, and 'Are' is plural, not matching the singular subject. Therefore, 'Is' is needed to make the sentence grammatically correct.",
HESI A2,Grammar,Grammar HESI A2 Practice Test,Which word is not spelled correctly in the context of the following sentence? The pharmacist seemed to disagree with the prescription designated by the physician.,,pharmacist,prescription,designated,physician,,,,B,"The word 'prescription' in the sentence is misspelled as 'proscription.' A prescription is a written order for medication or treatment provided by a healthcare professional, while a proscription means a forbidding or prohibition. The other choices (A, C, D) are all correctly spelled in the context of the sentence.",
HESI A2,Grammar,Grammar HESI A2 Practice Test,Which word is not spelled correctly in the context of the following sentence? The counselor expected me to accept her advice without question.,,counselor,expected,accept,advise,,,,A,"The word 'counselor' is spelled correctly in the sentence. The word 'advise' in the sentence should be spelled 'advice.' 'Advise' is a verb meaning to offer suggestions, while 'advice' is a noun referring to recommendations or guidance given by someone. In this context, the correct word to use is 'advice,' as the sentence implies the counselor's guidance rather than her action of advising. Choice A is the correct answer as it is the only word that is not spelled correctly in the given sentence.",
HESI A2,Grammar,Grammar HESI A2 Practice Test,"Select the best words for the blanks in the following sentence: 'The patient wanted to ____ down on the bed, but first she had to ____ her tray of food on the table.'",,"lie, lay","lay, lie","lie, laid","lain, lying",,,,A,"In this sentence, 'lie' is the correct word for the patient wanting to recline on the bed, and 'lay' is the correct word for placing the tray of food on the table. Therefore, 'lie, lay' is the proper sequence of words for the actions described in the sentence. 
Choice B is incorrect because 'lie' should be used for reclining, not 'lay'. Choice C is incorrect as 'laid' is the past tense of 'lay,' not the present tense. Choice D is incorrect; 'lain' is the past participle of 'lie,' not the present tense.",
HESI A2,Grammar,Grammar HESI A2 Practice Test,Select the word or phrase that makes this sentence grammatically correct. The children started ___________ away their trash without being asked.,,throw,to throw,threw,threwing,,,,B,"In this sentence, 'to throw' is the correct form to use after the verb 'started' to indicate the action that the children began doing. The infinitive form 'to throw' is needed after the verb 'started' to show the purpose or action that is about to happen. When an action follows another action that has already started, the infinitive form is typically used to express the purpose or intention behind the subsequent action, making 'to throw' the most appropriate choice. Choices A, C, and D are incorrect because 'throw' is not the correct form to follow 'started' as it needs an infinitive form, 'threw' is the past tense which is not suitable in this context, and 'threwing' is an incorrect form of the verb that does not exist in standard English.",
HESI A2,Grammar,Grammar HESI A2 Practice Test,Identify the dependent clause in this sentence: The mother dog left her bed as soon as the puppies were asleep.,,As soon as the puppies were asleep,Left her bed as soon as,The puppies were asleep,The mother dog left her bed,,,,A,"The correct answer is A: 'As soon as the puppies were asleep' is the dependent clause in the sentence. It functions as an adverbial clause, indicating a time relationship with the action of the mother dog leaving her bed. Dependent clauses rely on independent clauses to form complete sentences and cannot stand alone. Choice B is incorrect because it separates the dependent clause. Choice C is incorrect as it is a noun phrase. Choice D is incorrect as it is an independent clause.",
HESI A2,Grammar,HESI A2 Grammar Practice Test,Which word is not spelled correctly in the context of the following sentence? Nothing can be more delightful than a late-night swim in the reservoir.,,Nothing,delightful,then,reservoir,,,,C,"In the context of the sentence, the word 'then' is used incorrectly. The correct word that should be used is 'than,' which is used to make comparisons. The sentence should read, 'Nothing can be more delightful than a late-night swim in the reservoir.'
The other choices 'Nothing,' 'delightful,' and 'reservoir' are spelled correctly and are contextually appropriate in the sentence.",
HESI A2,Grammar,HESI A2 Grammar Practice Test,"Select the phrase or clause that is misplaced in the following sentence. With torn pages, I returned the book I'd just bought to the store.",,With torn pages,I returned the book,I'd just bought,to the store,,,,A,"The phrase 'With torn pages' is misplaced in the sentence because it disrupts the flow of the sentence. Placing it at the beginning creates an awkward structure. It would be clearer to present the main action first before adding the detail about the torn pages. In this case, rearranging the sentence to 'I returned the book I'd just bought to the store with torn pages' would improve the sentence's coherence and readability. Choices B, C, and D are not misplaced in the sentence as they follow a logical order of action and description.",
HESI A2,Grammar,HESI A2 Grammar Practice Test,Select the word or phrase that is misplaced in the following sentence: The book is in my locker at school that is long overdue.,,The book,in my locker,at school,that is long overdue,,,,D,"The phrase 'that is long overdue' is misplaced in the sentence as it disrupts the flow. Placing it after 'The book' would enhance clarity and coherence. This adjustment ensures the phrase directly describes the book rather than the school, improving the logical and coherent connection within the sentence structure. Choices A, B, and C are correctly positioned and contribute to a clear and coherent sentence about the location of the book.",
HESI A2,Grammar,HESI A2 Grammar Practice Test,Select the word or phrase that makes the following sentence grammatically correct: The wheelchair started _______ down the corridor without assistance.,,roll,to roll,rolled,will roll,,,,B,"The correct answer is 'to roll.' In this sentence, 'started' is followed by the infinitive form of the verb 'to roll.' The construction 'started to roll' indicates the beginning of the action of the wheelchair moving down the corridor. Choice A ('roll') is incorrect as it lacks the infinitive marker 'to' needed after 'started.' Choice C ('rolled') is incorrect as it is the past tense form of the verb, not suitable for the sentence's context. Choice D ('will roll') is incorrect as it indicates a future action, not the past action indicated by 'started.'",
HESI A2,Grammar,HESI A2 Grammar Practice Test,Which of the following is spelled correctly?,,Embarrassing,Embarrasing,Embarrassing,Emberassing,,,,C,"The correct spelling is 'embarrassing.' It is spelled with two consecutive r's and two consecutive s's. Option C is the only choice with the correct spelling. Options A, B, and D all have incorrect spellings. 'Embarrasing' (Option B) is missing an 'r,' and 'Emberassing' (Option D) has an extra 'e' and a missing 'r' and 's.' Therefore, the correct answer is Option C.",
HESI A2,Grammar,HESI A2 Grammar Practice Test,Which word is used incorrectly in the following sentence? Which criteria were used to draw a conclusion about their findings?,,Which,was,draw,their,,,,C,The word 'draw' is used incorrectly in the sentence. The correct word that needs to be used is 'criteria' instead of 'criterion' to maintain subject-verb agreement. The correct sentence should be: 'Which criteria were used to draw a conclusion about their findings?' 'Draw' should be 'were drawn' to match the plural subject 'criteria.' The other choices are correct in the sentence and do not contain any errors.,
HESI A2,Grammar,HESI A2 Grammar Practice Test,Select the word that makes the following sentence grammatically correct. Mary Ann gave ______ credit for studying so hard and passing the test.,,oneself,itself,herself,themselves,,,,C,"The correct answer is 'C: herself.' In this sentence, 'herself' is the reflexive pronoun that correctly refers back to Mary Ann. It shows that Mary Ann is giving credit to herself for studying hard and passing the test. The use of 'oneself' (choice A) would be incorrect here as it is too general and does not specify Mary Ann. Choices B and D ('itself' and 'themselves') are also incorrect because they do not match the singular subject 'Mary Ann.' Therefore, 'herself' is the only option that fits both grammatically and contextually in this sentence.",
HESI A2,Grammar,HESI A2 Grammar Practice Test,Select the phrase or clause that is misplaced in the following sentence: I noticed a number of workers from my car window who were repairing the road alongside the mall.,,of workers,from my car window,who were repairing the road,alongside the mall,,,,A,"The phrase 'of workers' is misplaced in the sentence because the preposition 'of' is unnecessary and disrupts the flow of the sentence. It creates redundancy as 'a number of workers' can be simplified to 'workers.' Removing this unnecessary prepositional phrase would make the sentence clearer and more concise. Choice B 'from my car window' is correctly placed as it provides context on where the observation was made. Choice C 'who were repairing the road' and Choice D 'alongside the mall' are essential parts of the sentence providing details about the workers' activity and location, respectively.",
HESI A2,Grammar,HESI A2 Grammar Practice Test,The student ___________ for the final exam.,,Was studying,Didn't study,Studied hard,Would have studied,,,,A,"The correct answer is 'Was studying,' which is the past continuous form describing an action that was happening at a specific time in the past. Choice B, 'Didn't study,' is incorrect because it's in simple past tense, not the continuous form required by the context. Choice C, 'Studied hard,' is incorrect as it lacks the continuous aspect required by the context. Choice D, 'Would have studied,' is in the wrong tense; it is a hypothetical past action, not an action in progress in the past.",
HESI A2,Grammar,HESI A2 Grammar Practice Test,Which word is not spelled correctly in the context of the sentence? The chef rolled each meatball in a mixture of coarse flour and herbs.,,rolled,coarse,flour,herbs,,,,B,"The correct word should be 'coarse' instead of 'course' in this context. 'Coarse' means composed of relatively large parts or particles, which is the intended meaning in the sentence as it describes the type of flour used for the meatballs. On the other hand, 'course' means a route or direction taken, which does not fit the context here.",
HESI A2,Grammar,HESI A2 Grammar Practice Test,"During the storm, the glass in three of the windows ___________.",,Was broken,Breaks,Broken,Were broken,,,,D,"The correct answer is 'Were broken.' In this sentence, the subject 'glass in three of the windows' is plural, so the correct verb form should also be plural, which is 'were broken.' The verb 'broken' in the original sentence is in the past participle form, which is used correctly in the corrected answer choice 'D.' Choices A, B, and C are incorrect because they do not match the subject in number ('glass in three of the windows') and do not use the correct past participle form of the verb.",
HESI A2,Grammar,HESI A2 Grammar Practice Test,Select the word that makes this sentence grammatically correct. The board of education ___________ to hold a special meeting.,,plan,plans,planning,do plan,,,,B,"In this sentence, the subject 'board of education' is singular, so the verb should also be singular to match. 'Plans' is the correct form of the verb to use with a singular subject. The correct sentence should be: 'The board of education plans to hold a special meeting.' Choices A, C, and D are incorrect because they do not agree in number with the singular subject 'board of education.' 'Plan' is plural, 'planning' is a gerund form, and 'do plan' is not the correct verb form for the subject-verb agreement in this sentence.",
HESI A2,Grammar,HESI A2 Grammar Practice Test,What word is best to substitute for the underlined words in the following sentence? The nursing staff appreciate occasional thank-you cards.,,They,It,Them,Us,,,,C,"In the sentence, 'The nursing staff appreciate occasional thank-you cards,' the pronoun 'them' is the best word to substitute for 'nursing staff.' The word 'them' is a pronoun that refers to a group of people or things, which matches the plural form of 'nursing staff.' Therefore, 'them' is the correct choice in this context. Choice A, 'They,' could also refer to the nursing staff, but 'them' is more precise in this case. Choice B, 'It,' is singular and does not match the plural 'nursing staff.' Choice D, 'Us,' refers to the speaker and others, which is not appropriate in this context.",
HESI A2,Grammar,HESI A2 Grammar Practice Test,What word is best to substitute for the underlined words in the following sentence? The coats hanging on the hooks are the patients'.,,his,their,them,theirs,,,,B,"The word 'their' is the correct possessive pronoun to use in this sentence because it indicates that the coats belong to multiple patients. 'Their' shows ownership by a plural group, which is the most suitable choice in this context. Choice A, 'his,' is singular and would imply that all the coats belong to one male patient, which is not the case. Choice C, 'them,' is a pronoun used for indicating objects or people and not possession. Choice D, 'theirs,' is a possessive pronoun but is used to refer to something that belongs to multiple people, not in this case where the coats belong to the patients.",
