course,subject,exam,question,extract,optionA,optionB,optionC,optionD,optionE,optionF,optionG,correct_answer,Rationale,study_tip
ATI TEAS 7,English and Language Usage,ATI TEAS English Questions,Which of the following sentences is grammatically correct?,,Krista was not sure who to hold responsible for the broken window.,Krista was not sure whom was responsible for the broken window.,Krista was not sure whom to hold responsible for the broken window.,Krista was not sure on who she should place responsibility for the broken window.,,,,C,"The correct structure is 'whom to hold responsible' as 'whom' is the object of the verb 'to hold.' In choice A, 'who' should be 'whom' to indicate the object of the verb. Choice B is incorrect as 'whom' is incorrectly placed before 'was responsible.' Choice D is also incorrect due to the awkward phrasing and the use of 'on' which is unnecessary.",
ATI TEAS 7,English and Language Usage,ATI TEAS 7 English Practice Test,"Identify the appositive in the following sentence: 'My favorite author, Agatha Christie, wrote many detective novels.'",,favorite,Agatha Christie,many,novels,,,,B,"In the sentence, 'Agatha Christie' is the appositive. An appositive is a noun or noun phrase that renames or clarifies another noun or pronoun in a sentence. In this case, 'Agatha Christie' renames the noun 'author.' The appositive provides additional information about the noun it follows, enhancing the reader's understanding. Choices A, C, and D are not appositives. 'Favorite' is an adjective describing 'author,' 'many' is an adjective describing 'novels,' and 'novels' is the direct object of the verb 'wrote,' not an appositive.",
ATI TEAS 7,English and Language Usage,ATI TEAS English and Language Usage,"When it gets warm in the spring, _______ and _______ like to go fishing at Cobbs Creek. Which of the following word pairs should be used in the blanks above?",,"me, him","he, I","him, I","he, me",,,,C,"The correct word pair to use in this context is 'him, I.' This is because 'him' and 'I' are the correct pronouns to refer to two individuals in the third person (him) and first person (I). The sentence should indicate that when it gets warm in the spring, 'him' and 'I' like to go fishing at Cobbs Creek. Choice A, 'me, him,' is incorrect as 'me' should be replaced with 'I' to maintain proper subject-object agreement. Choice B, 'he, I,' is incorrect as 'he' should be replaced with 'him' to properly refer to the other person involved. Choice D, 'he, me,' is incorrect as 'me' should be replaced with 'I' to maintain the correct pronoun usage.",
ATI TEAS 7,English and Language Usage,ATI TEAS English and Language Usage Practice Test,Which sentence uses the past perfect tense correctly?,,"By the time I arrived, the party had already begun.",I wish I had studied harder for the exam.,We will have finished the project by Monday.,She had been waiting for hours before he finally showed up.,,,,A,"Option A correctly uses the past perfect tense to show an action that was completed before another past action. In this sentence, 'the party had already begun' indicates that the party started before 'I arrived.' This structure is typical of the past perfect tense. Choice B uses the past perfect tense but does not demonstrate the sequence of actions in the past. Choice C uses the future perfect tense, indicating completion of an action by a future time. Choice D uses the past perfect continuous tense, not the simple past perfect tense required by the question.",
ATI TEAS 7,English and Language Usage,ATI TEAS English and Language Usage Test,Which of the following sentences uses the most formal language?,,The movie was awesome!,The film did not meet my expectations.,I found the cinematic experience to be unsatisfactory.,The flick was pretty bad.,,,,C,"Option C uses formal language by employing more sophisticated vocabulary ('cinematic experience') and refraining from informal terms like 'awesome' and 'flick.' Choice A ('awesome') and Choice D ('flick') use informal language typically used in casual contexts, making them less formal. Choice B, while more formal than Choices A and D, is still less formal than Choice C due to its less sophisticated vocabulary and directness in expressing dissatisfaction compared to the refined language used in Choice C.",
ATI TEAS 7,English and Language Usage,ATI TEAS English Questions,Which of the following is a correct thesis statement?,,"President Perez pledged to improve living conditions for all during her well-attended inauguration speech, which drew thunderous applause.",President Perez graduated first in her class at Harvard University after defending a capstone project on inequality.,President Perez is our greatest leader because her proposal of a universal income will eradicate inequity among citizens.,"President Perez was interviewed on television in February, where she spoke without commercial interruption for 1 hour.",,,,C,"Choice C is the correct thesis statement because it presents a clear argument or claim, making it a strong thesis statement. The thesis statement asserts President Perez as the greatest leader based on her proposal of a universal income to eradicate inequity among citizens. This statement sets a specific focus and direction for the essay or discussion that follows. Choices A, B, and D do not function as thesis statements. Choice A provides a descriptive event but lacks a clear argument. Choice B highlights an achievement but does not establish a central claim. Choice D mentions an interview but does not present a focused argument as required in a thesis statement.",
ATI TEAS 7,English and Language Usage,ATI TEAS 7 English Practice Test,What does the phrase 'think outside the box' encourage individuals to do?,,Follow established procedures.,Be creative and find new solutions.,Accept traditional ideas.,Avoid making mistakes.,,,,B,"The expression 'think outside the box' promotes creativity and innovation by urging individuals to consider unconventional and original ideas to solve problems or tasks, rather than sticking to conventional or traditional methods. This phrase emphasizes the importance of exploring new perspectives and solutions that are not limited by existing boundaries or norms. Choice A is incorrect because 'think outside the box' encourages individuals to break away from established procedures. Choice C is incorrect as the phrase contradicts accepting traditional ideas. Choice D is incorrect because 'think outside the box' does not focus on avoiding mistakes but rather on exploring new and innovative solutions.",
ATI TEAS 7,English and Language Usage,ATI TEAS English and Language Usage,What is the initial step a writer takes when generating new ideas for a writing task?,,Brainstorm,Final edit,Draft,Revision,,,,A,"When a writer begins a new writing task, the first step is typically brainstorming. Brainstorming involves generating new ideas, concepts, and approaches before moving on to drafting. Option B, 'Final edit,' is incorrect as it refers to the last stage of the writing process, where the writer reviews and makes final adjustments to the completed draft. Option C, 'Draft,' is incorrect as it comes after brainstorming and involves putting the ideas into a structured form. Option D, 'Revision,' is also incorrect as it involves making changes and improvements to the draft after the initial writing phase.",
ATI TEAS 7,English And Language Usage,ATI TEAS English and Language Usage Practice Test,"Her new tennis racket cost her a hundred dollars, but it was worth the steep price tag. Which of the following words from the sentence is slang?",,cost,dollars,steep,tag,,,,B,"The correct answer is B: 'dollars.' 'Bucks' is a slang term for dollars. The use of 'bucks' in this sentence is informal and colloquial compared to the other word choices, making it the slang word in the sentence. 'Cost,' 'steep,' and 'tag' are all standard English words that are not considered slang in this context.",
ATI TEAS 7,English and Language Usage,ATI TEAS English and Language Usage Test,Which of the following best describes the term monochromatic?,,having one color,having many parts,having a lot of time,having too much heat,,,,A,"The term 'monochromatic' refers to something that has only one color. Choice A, 'having one color,' is the correct description for monochromatic. Choices B, C, and D are incorrect as 'monochromatic' does not mean 'having many parts,' 'having a lot of time,' or 'having too much heat.' Monochromatic specifically conveys the idea of consisting of or using only one color, making Choice A the correct answer.",
ATI TEAS 7,English and Language Usage,ATI TEAS English Questions,Which of the following sentences contains a homograph?,,Suddenly he tore up the drawing that had taken him weeks to create.,The short ceremony was dreadful in the rain.,He imagined what he might do in a similar situation.,Raised beds produce more vegetables than those grown directly in soil.,,,,D,"The correct answer is D. 'Raised' is a homograph, as it can mean both 'lifted' and 'cultivated.' In this context, 'raised' refers to beds that are lifted above the ground, as well as beds that are cultivated for growing vegetables. Choices A, B, and C do not contain homographs. In choice A, 'tore' is a homograph (past tense of 'tear' as in ripping or crying), but the question specifically asks for a homograph sentence, not a single word.",
ATI TEAS 7,English and Language Usage,ATI TEAS 7 English Practice Test,Which of the following is an example of a simple sentence?,,Although termites are insects.,Termites are very industrious insects.,"Termites are insects, and they are very industrious.","Because termites are insects, they are very industrious.",,,,B,"The correct answer is B: ""Termites are very industrious insects."" This is a simple sentence as it contains a subject (termites) and a verb (are) and expresses a complete thought. Choice A is not a simple sentence as it is a dependent clause starting with 'Although' and does not express a complete thought. Choice C is a compound sentence since it consists of two independent clauses joined by the conjunction 'and.' Choice D is a complex sentence with a dependent clause starting with 'Because' and an independent clause.",
ATI TEAS 7,English and Language Usage,ATI TEAS English and Language Usage,Which of the following sentences correctly uses commas to set off a non-essential element?,,"The teacher, who lives next door, will visit our class next week.",The teacher who lives next door will visit our class next week.,"The teacher, who, by the way, lives next door, will visit our class next week.","The teacher will visit our class next week, who lives next door.",,,,A,"The correct answer is A. In this sentence, the phrase 'who lives next door' is a non-essential element providing additional information about the teacher. It is correctly set off by commas. Choice B does not use any commas to set off the non-essential element, making the information essential to the sentence. Choice C uses an unnecessary comma before 'who,' which disrupts the flow of the sentence. Choice D incorrectly places the non-essential element at the end of the sentence without appropriate commas, making it less clear and concise.",
ATI TEAS 7,English and Language Usage,ATI TEAS English and Language Usage Practice Test,"Identify the participial phrase in the following sentence: 'Running through the park, she spotted a squirrel.'",,Running,Through the park,She spotted,A squirrel,,,,B,"The correct answer is 'B: Through the park.' A participial phrase acts as an adjective and is formed from a verb. In this sentence, 'Running through the park' describes 'she' and functions as an adjective modifying the subject. Choice A 'Running' is incorrect because it is just the present participle without additional context to form a phrase. Choice C 'She spotted' is incorrect as it is a subject and a verb, not a participial phrase. Choice D 'A squirrel' is incorrect as it is a noun phrase, not a participial phrase.",
ATI TEAS 7,English and Language Usage,ATI TEAS English and Language Usage Test,"The test was ridiculously easy, and the entire class got every question right. Which of the following parts of speech is 'ridiculously' as used in the sentence above?",,Verb,Interjection,Adjective,Adverb,,,,D,"Ridiculously' is an adverb in this sentence, modifying the adjective 'easy.' Adverbs typically modify adjectives, verbs, or other adverbs. In this case, 'ridiculously' is describing the adjective 'easy,' indicating the degree or manner of the adjective. Choices A, B, and C are incorrect. 'Ridiculously' is not a verb (choice A) as it is not expressing an action or state. It is not an interjection (choice B) since it is not an abrupt exclamation. Also, it is not an adjective (choice C) as it is not directly modifying a noun or pronoun.",
ATI TEAS 7,English and Language Usage,ATI TEAS English Questions,Which term refers to the feelings a text creates in the reader?,,Tone,Irony,Mood,Theme,,,,C,"The correct answer is 'Mood.' Mood refers to the atmosphere or emotional setting created by a piece of literary work. It reflects the feelings and emotions evoked in the reader while experiencing the text. 'Tone' (choice A) refers to the attitude of the writer towards the subject or audience, 'Irony' (choice B) involves a contrast between what is expected and what actually occurs, and 'Theme' (choice D) is the central idea or message conveyed by the text.",
ATI TEAS 7,English and Language Usage,ATI TEAS 7 English Practice Test,Which sentence uses the present perfect continuous tense correctly?,,I have been working on this project since morning.,She has finished the book already.,They will be leaving for vacation tomorrow.,He had been living in the city for ten years.,,,,A,"Option A, 'I have been working on this project since morning,' uses the present perfect continuous tense correctly. This structure implies an action that started in the past (working on the project) and is still ongoing up to the present moment. Choice B is incorrect as it uses the present perfect tense ('has finished'), which indicates a completed action with relevance to the present. Choice C uses the future continuous tense ('will be leaving'), and Choice D uses the past perfect continuous tense ('had been living'). Therefore, only Choice A fits the criteria for the present perfect continuous tense.",
ATI TEAS 7,English and Language Usage,ATI TEAS English and Language Usage,"Bi, re, and un are:",,"Suffixes, appearing at the beginning of base words to change their meaning","Suffixes, appearing at the end of base words to enhance their meaning","Prefixes, appearing at the beginning of base words to emphasize their meaning","Prefixes, appearing at the beginning of base words to change their meaning",,,,D,"In the context of English language structure, prefixes are added to the beginning of base words to alter or modify their meaning. In this question, the prefixes ""bi,"" ""re,"" and ""un"" are examples of prefixes. Prefixes are essential components of word formation, and they change the meaning of words. 

Option A suggests that these prefixes appear at the beginning of base words to change their meaning, which is accurate. Therefore, Option A is incorrect because the question specifically asks for the prefixes' function, not their placement in the word.

Option B states that these prefixes appear at the end of base words to enhance their meaning, which is incorrect as prefixes always come at the beginning of words.

Option C claims that these prefixes appear at the beginning of base words to emphasize their meaning, which is not the primary function of prefixes. They do not emphasize but rather change or modify the meaning of the base word.

Educationally, understanding prefixes is crucial for building vocabulary and comprehension skills. By knowing the meanings of common prefixes like ""bi,"" ""re,"" and ""un,"" students can decipher unfamiliar words and improve their overall language proficiency.",
ATI TEAS 7,English and Language Usage,ATI TEAS English and Language Usage Practice Test,Choose the correct verb form: 'Neither of the boys ____ interested in the game.',,is,are,were,be,,,,A,"The subject 'Neither' is singular, so the correct verb form to use is 'is.' In this sentence, 'boys' is part of a prepositional phrase 'of the boys' and does not affect the verb agreement. 'Are' (choice B) is plural and does not match the singular subject. 'Were' (choice C) is past tense and not suitable for the present context. 'Be' (choice D) is an infinitive form and does not agree with the subject.",
ATI TEAS 7,English and Language Usage,ATI TEAS English and Language Usage Test,"In the sentence 'The house was dilapidated,' what effect does the word 'dilapidated' have on the reader's understanding?",,Creates a sense of mystery.,Emphasizes the large size of the house.,Suggests the house is in poor condition.,Implies the house is haunted.,,,,C,"The word 'dilapidated' specifically describes the deteriorating state of the house, indicating that it is in poor condition. This choice best reflects the impact the word has on the reader's understanding. Choice A, 'Creates a sense of mystery,' is incorrect as 'dilapidated' does not inherently imply mystery but rather a state of disrepair. Choice B, 'Emphasizes the large size of the house,' is incorrect as 'dilapidated' does not relate to the size but rather the condition. Choice D, 'Implies the house is haunted,' is incorrect as 'dilapidated' does not directly suggest haunting, but only poor maintenance or disuse.",
ATI TEAS 7,English and Language Usage,ATI TEAS English Questions,Which of the following sentences uses proper capitalization?,,"Last summer, my family went on a trip to Niagara Falls in New York.","Last summer, my family went on a trip to Niagara Falls in New York.","Last summer, my family went on a trip to Niagara Falls in New York.","Last summer, my family went on a trip to Niagara Falls in New York.",,,,C,"The correct answer is option C: ""Last summer, my family went on a trip to Niagara Falls in New York."" This sentence uses proper capitalization rules. The first word of the sentence is capitalized, as well as proper nouns like ""Niagara Falls"" and ""New York.""

Option A is incorrect because it fails to capitalize ""New York,"" which is a proper noun and should be capitalized. Option B is incorrect because it capitalizes ""Falls"" unnecessarily. In English, common nouns like ""falls"" are not capitalized unless they are part of a proper noun.

Option D is incorrect because it capitalizes ""in"" unnecessarily. In English, prepositions like ""in"" are not capitalized unless they are the first word of a title or sentence.

Educationally, understanding proper capitalization rules is essential for effective written communication. It helps convey meaning clearly and demonstrates attention to detail in writing. By mastering capitalization rules, students can enhance the readability and professionalism of their writing.",
ATI TEAS 7,English and Language Usage,ATI TEAS 7 English Practice Test,The professor explained the concept clearly. What is the past participle of the verb 'explain'?,,explains,explaining,explained,explanation,,,,C,"The past participle of a verb is used to form various tenses and passive voice constructions. In this case, 'explained' is the correct past participle form of the verb 'explain'. The sentence structure indicates a completed action in the past, which aligns with the use of the past participle. Choice A, 'explains,' is the present tense form of the verb, not the past participle. Choice B, 'explaining,' is the present participle form of the verb, not the past participle. Choice D, 'explanation,' is a noun derived from the verb 'explain,' not the past participle form of the verb itself.",
ATI TEAS 7,English and Language Usage,ATI TEAS English and Language Usage,Fred Hampton desired to see lasting social change for African American people through nonviolent means and community recognition. Which of the following is the best way to start this sentence?,,NO CHANGE,"Unfortunately,","Finally,","As a result,",,,,D,"As a result' correctly introduces the cause-and-effect relationship in the sentence. In this context, 'As a result' signifies that Fred Hampton's desire for lasting social change through nonviolent means and community recognition led to a specific outcome or consequence. The other choices, 'Unfortunately,' 'Finally,' and 'NO CHANGE,' do not fit the context as they do not convey the cause-and-effect relationship intended in the sentence.",
ATI TEAS 7,English and Language Usage,ATI TEAS English and Language Usage Practice Test,Which of the following is essential in the concluding statement of an argument?,,The introduction of new points that might lead to future arguments,A summary of the argument that clearly reinforces its main points,A brief explanation of other perspectives on the topic,A short metaphor to help the main idea be more memorable to the audience,,,,B,"The correct answer is B: 'A summary of the argument that clearly reinforces its main points.' In a concluding statement of an argument, it is crucial to provide a concise summary that reinforces the main points presented throughout the argument. Option A is incorrect because introducing new points in the conclusion can confuse the audience and detract from the coherence of the argument. Option C is incorrect as the conclusion should focus on summarizing the main argument rather than delving into other perspectives. Option D is incorrect because while metaphors can be useful in enhancing understanding, they are not essential in the concluding statement of an argument, which should primarily focus on summarizing the key points.",
ATI TEAS 7,English and Language Usage,ATI TEAS English and Language Usage Test,Which word in the sentence 'The quick brown fox jumps over the lazy dog' demonstrates alliteration?,,quick,brown,fox,jumps,,,,A,"Alliteration is the repetition of the initial consonant sound in neighboring words. In the sentence 'The quick brown fox jumps over the lazy dog,' 'quick' and 'brown' both start with the 'k' sound, but only 'quick' aligns with the definition of alliteration as it repeats the 'k' sound found at the beginning of the words.",
ATI TEAS 7,English and Language Usage,ATI TEAS English Questions,Which of the following examples is a complete sentence?,,Let me know.,On the subject of philosophy.,Depending on the type of books you like.,Where there are lots of people.,,,,A,"The correct answer is A: 'Let me know.' This is a complete sentence as it contains a subject ('me') and a verb ('know').
Choice B, 'On the subject of philosophy,' is a prepositional phrase and does not form a complete sentence as it lacks a subject and verb.
Choice C, 'Depending on the type of books you like,' is a dependent clause and does not stand alone as a complete sentence.
Choice D, 'Where there are lots of people,' is a dependent clause as it begins with a subordinating conjunction ('where') and does not function as a complete sentence on its own.",
ATI TEAS 7,English And Language Usage,ATI TEAS 7 English Practice Test,"First and foremost, they receive an annual pension payment. T has been reviewed and changed a number of times, most recently to reflect the salary of a high-level government executive. Which of the following would NOT be an acceptable way to revise and combine the underlined portion of the sentences above?",,"annual pension payment, the amount of which",annual pension payment; the amount of the pension,"annual pension payment; over the years since 1958, the amount of the pension","annual pension payment, the amount of the pension.",,,,C,"Option C is the correct answer because it disrupts the flow of the sentence and introduces unnecessary information. The phrase 'over the years since 1958' is irrelevant in this context and does not contribute to the intended meaning of the sentence. The sentence is focused on the recent changes to the pension, not its historical evolution. Choices A, B, and D provide clear and concise ways to revise and combine the underlined portion of the sentences, maintaining a logical and relevant sentence structure.",
ATI TEAS 7,English and Language Usage,ATI TEAS English and Language Usage,What is the function of an adjective in a sentence?,,To describe a verb,To connect clauses,To describe a noun,To show action,,,,C,"The function of an adjective in a sentence is to describe or modify a noun. Adjectives provide more information about the noun they modify, such as its size, color, shape, etc. For example, in the sentence 'The tall building,' 'tall' is an adjective describing the noun 'building.' Choices A, B, and D are incorrect. Adjectives do not describe verbs (adverbs do that), connect clauses (conjunctions do that), or show action (verbs do that).",
ATI TEAS 7,English and Language Usage,ATI TEAS English and Language Usage Practice Test,His skill on the soccer field made him an _______ member of the team.,,indispensable,indispensable,indispensable,indispensable,,,,D,"In this question, the correct answer is ""indispensable."" This word means absolutely necessary or essential. In the context of the sentence, it indicates that his skill on the soccer field is crucial for the team's success. 

Option A, B, and C are all the same (""indispensable""), which are incorrect as they are duplicates. The correct option, D, fits logically in the sentence and accurately describes the individual's importance to the team.

Educationally, understanding vocabulary in context is crucial for language usage exams like the TEAS. This question assesses the test-taker's ability to select the most appropriate word to complete a sentence, based on its meaning and suitability. It also evaluates the understanding of word nuances and how they fit within a given context. This skill is vital for effective communication and comprehension in academic and professional settings.",
ATI TEAS 7,English and Language Usage,ATI TEAS English and Language Usage Test,What is the correct order for the following sentence: 'yesterday she went to the store'?,,She went to the store yesterday.,To the store she went yesterday.,Yesterday to the store she went.,She yesterday went to the store.,,,,A,"The correct order for the sentence 'yesterday she went to the store' is 'She went to the store yesterday.' In English, the standard word order for a sentence is subject-verb-object-adverbial (time). Choice A is the correct answer as it follows this standard order. Choice B changes the order of the subject and object. Choice C changes the order of the adverbial and subject. Choice D changes the order of the subject and adverbial. Therefore, choices B, C, and D are incorrect.",
ATI TEAS 7,English and language Usage,ATI TEAS English Questions,"In the following sentence, which part of speech does the word 'capacity' function as?",,Verb,Noun,Adverb,Pronoun,,,,B,"In the sentence, 'capacity' is used to refer to the maximum amount that something can contain or produce, making it a noun. It is not functioning as a verb (choice A), as it is not describing an action. It is not an adverb (choice C) because it is not modifying a verb, adjective, or another adverb. Additionally, it is not a pronoun (choice D) because it is not replacing a noun or noun phrase. Therefore, the correct answer is 'B: Noun.'",
ATI TEAS 7,English and Language Usage,ATI TEAS 7 English Practice Test,"The term anaesthetic refers to medication that causes a temporary loss of feeling or sensation. Based on the meaning of the word in medical usage, what is the most likely meaning of the prefix an-?",,without,against,away,before,,,,A,"In medical terminology, the prefix 'an-' is commonly used to indicate 'without' or 'lack of.' In the word 'anaesthetic,' the prefix 'an-' combined with 'aesthetic' signifies the absence of sensation or feeling. Therefore, based on its meaning in medical usage, the most likely meaning of the prefix 'an-' is 'without.' Choices B, C, and D are incorrect: 'against,' 'away,' and 'before' do not align with the prefix 'an-' as used in medical terms.",
ATI TEAS 7,English and Language Usage,ATI TEAS English and Language Usage,Identify the interrogative sentence in the following options:,,The delicious pie disappeared quickly.,What is your favorite color?,Please open the window.,He ran as fast as he could.,,,,B,"An interrogative sentence is a type of sentence that asks a question. In this case, choice B 'What is your favorite color?' is an interrogative sentence because it is asking a question and ends with a question mark. Choices A, C, and D are not interrogative sentences as they do not pose a question to elicit a response. Choice A is a declarative sentence, choice C is an imperative sentence, and choice D is also a declarative sentence.",
ATI TEAS 7,English and Language Usage,ATI TEAS English and Language Usage Practice Test,How do you spell the past participle of the verb 'lie' (to recline)?,,lied,lain,lay,lying,,,,B,"The correct spelling of the past participle of the verb 'lie' (to recline) is 'lain.' 'Lied' is the past tense form of the verb, not the past participle. 'Lay' is the simple past form. 'Lying' is the present participle form. Therefore, the correct answer is 'lain,' representing the past participle form of the verb 'lie.'",
ATI TEAS 7,English and language Usage,ATI TEAS English and Language Usage Test,Which of the following statements would require a citation?,,The rate of increase in gasoline prices is unprecedented.,I saw on the news that gas prices are increasing.,Economic Times reported that gas prices are up 11% from last month.,My friend and I were shocked by how much gas cost when we filled up yesterday.,,,,C,"The correct answer is C because when referencing a specific report, publication, or statistic like 'gas prices are up 11% from last month,' a citation is necessary to provide credibility and allow readers to verify the information. Choice A is a general statement about gasoline prices and does not require a citation as it is commonly known information. Choice B is a personal observation and not a direct reference to a specific source that would require a citation. Choice D is an anecdotal experience and does not present verifiable data that necessitates a citation.",
