course,subject,exam,question,extract,optionA,optionB,optionC,optionD,optionE,optionF,optionG,correct_answer,Rationale,study_tip
HESI A2,Biology,Biology HESI A2 Practice Exam,How should a researcher test the hypothesis that practicing yoga reduces blood pressure?,,Record the blood pressure of one male and one female participant before and after participating in a yoga class.,Divide 30 female participants into two groups with similar average blood pressure; test each participant's blood pressure after participating in a yoga class.,"Divide 30 female participants into two groups with similar average blood pressure; have one group watch television for an hour while the other takes a yoga class, record each participant's blood pressure after the hour. Repeat daily for two weeks.","Start with 15 men and 15 women; have the men watch television for an hour while the women take a yoga class, record each participant's blood pressure after the hour. Reverse, having the men take a yoga class while the women watch television.",,,,B,"Option B is the most appropriate way to test the hypothesis that practicing yoga reduces blood pressure. By dividing 30 female participants into two groups with similar average blood pressure levels and testing each participant's blood pressure after participating in a yoga class, the researcher can effectively evaluate the impact of yoga on blood pressure. This design allows for a comparison between the two groups, helping to isolate the effects of yoga practice on blood pressure. Option A only involves one male and one female participant, which may not provide a representative sample. Option C introduces an additional variable of watching television, which could confound the results. Option D lacks consistency in the experimental design by switching the activities between men and women, making it difficult to attribute any observed changes solely to yoga practice.",
HESI A2,Biology,Biology HESI A2 Practice Exam,Which part of the plant produces pollen?,,Anther,Style,Stigma,Pistil,,,,A,"The anther is the part of the flower that produces pollen. It is located at the tip of the stamen, the male reproductive organ of a flower. The anther contains pollen sacs where pollen grains are produced. The style is the part of the pistil that connects the stigma to the ovary, playing a role in pollen tube growth. The stigma is the part of the pistil that receives pollen during fertilization. The pistil is the female reproductive organ of a flower, consisting of the stigma, style, and ovary, and does not produce pollen.",
HESI A2,Biology,Biology HESI A2 Practice Exam,Which organism reproduces via spore formation?,,Shelf fungus,Lemon tree,Smallmouth bass,Staphylococcus,,,,A,"The correct answer is A, Shelf fungus. Shelf fungus reproduces via spore formation. Spores are tiny, reproductive cells that are released into the environment to be carried by air or water, allowing the fungus to spread and reproduce. The other choices are incorrect because Lemon tree reproduces via seeds, Smallmouth bass reproduce sexually through the fertilization of eggs by sperm, and Staphylococcus bacteria reproduce by binary fission, dividing into two identical daughter cells.",
HESI A2,Biology,Biology HESI A2 Practice Exam,What are the three main events of the haploid cell cycle?,,"DNA replication, mitosis, and cytokinesis","DNA replication, meiosis, and cytokinesis","DNA replication, cytokinesis, and degradation","Mitosis, meiosis, and apoptosis",,,,A,"In the haploid cell cycle, the three main events are DNA replication, where the cell's genetic material is duplicated; mitosis, which is the division of the nucleus to ensure each daughter cell receives a complete set of chromosomes; and cytokinesis, the division of the cell cytoplasm to separate the two daughter cells. Meiosis is not part of the haploid cell cycle as it occurs in diploid cells to produce haploid gametes. Apoptosis is a process of programmed cell death and is not a routine event in the cell cycle. Therefore, the correct answer is A. Choices B, C, and D are incorrect as meiosis and apoptosis are not part of the haploid cell cycle, and degradation is not a typical event in the cell cycle.",
HESI A2,Biology,Biology HESI A2 Practice Questions,"In an example of a male with hemophilia and a female carrier, what ratio of the offspring are predicted neither to carry nor to manifest the disease?",,0 females : 1 male,1 female : 1 male,1 female : 0 males,2 females : 1 male,,,,D,"In this scenario, the male offspring will inherit the Y chromosome from the father and the X chromosome from the carrier mother. As a result, they will not have the hemophilia gene. The female offspring will inherit one X chromosome from the mother, which does not carry the hemophilia gene, and one X chromosome from the father, which does not exist due to the Y chromosome. Therefore, all female offspring will not carry or manifest hemophilia, resulting in a ratio of 2 females to 1 male. Choice A is incorrect because it does not account for the female offspring. Choices B and C are incorrect as they do not reflect the correct ratio based on the inheritance pattern of hemophilia.",
HESI A2,Biology,Biology HESI A2 Practice Questions,Which of the following organelles is responsible for producing ATP in cells?,,Nucleus,Mitochondrion,Chloroplast,Lysosome,,,,B,"The correct answer is 'Mitochondrion.' Mitochondria are known as the powerhouse of the cell and are responsible for producing ATP, the energy currency of the cell. The nucleus is responsible for storing genetic material and controlling cell activities, not for ATP production. Chloroplasts are found in plant cells and are responsible for photosynthesis, not ATP production. Lysosomes are involved in digestion and waste removal, not ATP production.",
HESI A2,Biology,Biology HESI A2 Practice Questions,"Which, if any, of the following statements about the biosphere is correct?",,The biosphere is the part of the Earth that supports life.,The biosphere encompasses the entire surface of the Earth.,A and B are correct.,None of these statements is correct.,,,,A,"Statement A is correct. The biosphere refers to the part of the Earth where life exists, including the land, water bodies, and atmosphere. It is the zone where living organisms and ecosystems exist. Statement B is incorrect because the biosphere covers various ecosystems on Earth but does not encompass the entire surface of the planet. The biosphere includes regions such as the lithosphere (land), hydrosphere (water bodies), and atmosphere, but not every part of the Earth's surface. Therefore, option C, stating both A and B are correct, is inaccurate. The correct answer is option A, as it accurately defines the biosphere.",
HESI A2,Biology,Biology HESI A2 Practice Questions,Why do gardeners sometimes use salt to get rid of slugs?,,The salt moves from the exterior into the slug's body.,The salt causes water in the slug to move outward.,The salt and slug slime merge to form a new compound.,The salt's corrosiveness breaks down the slug's cell walls.,,,,D,"Gardeners use salt to get rid of slugs because salt is corrosive and breaks down the slug's cell walls. When the slug comes into contact with salt, the salt draws moisture out of the slug's body, causing dehydration and ultimately leading to the slug's death. Choices A, B, and C are incorrect because the primary mechanism of salt in eliminating slugs is its corrosive action on the slug's body, not the movement of salt into the slug's body, outward movement of water in the slug, or merging with slug slime to form a new compound.",
HESI A2,Biology,Biology HESI A2 Practice Questions,What type of transport moves substances across the cell membrane using energy?,,Passive Transport,Active Transport,Facilitated Diffusion,Osmosis,,,,B,"The correct answer is B: Active Transport. Active transport moves substances across the cell membrane by utilizing energy from the cell, typically in the form of ATP. This process allows the cell to move molecules against their concentration gradient, requiring energy expenditure. Choices A, C, and D are incorrect because passive transport does not require energy input, facilitated diffusion involves the assistance of proteins but does not directly use energy, and osmosis is the diffusion of water molecules specifically, not substances, across a selectively permeable membrane.",
HESI A2,Biology,Biology HESI A2 Practice Questions,During which phase of cell division do the chromosomes replicate?,,Prophase,Interphase,Anaphase,Telophase,,,,B,"Chromosomes replicate during the interphase of the cell cycle. Interphase is the phase where the cell prepares for division by undergoing various activities such as growth, DNA replication, and protein synthesis. During DNA replication in interphase, each chromosome in the cell is duplicated to form two sister chromatids, which are then separated during cell division. Prophase is the phase where the chromosomes condense, and the nuclear envelope breaks down. Anaphase is the phase where sister chromatids are pulled apart towards opposite poles of the cell. Telophase is the phase where the nuclear envelope reforms, and chromosomes begin to decondense.",
HESI A2,Biology,Biology HESI A2 Practice Questions,What is the process of cell division that results in two daughter cells with identical genetic material?,,Mitosis,Meiosis,Binary Fission,Budding,,,,A,"The correct answer is A, Mitosis. Mitosis is the process of cell division in which a cell divides and produces two daughter cells that are genetically identical to the parent cell. Choice B, Meiosis, is a type of cell division that produces gametes with half the number of chromosomes. Choice C, Binary Fission, is a form of asexual reproduction in single-celled organisms. Choice D, Budding, is a form of asexual reproduction where a new organism develops from an outgrowth or bud on the parent.",
HESI A2,Biology,Biology HESI A2 Practice Questions,"What organelle do plant cells have that functions as storage, waste disposal, and protection?",,Nucleus,Mitochondria,Vacuoles,Ribosomes,,,,C,"Correct! Plant cells have vacuoles that serve as storage centers, help in waste disposal by containing and isolating harmful materials, and contribute to protection by storing toxic substances. The other choices are incorrect because the nucleus contains genetic material, mitochondria are responsible for energy production, and ribosomes are involved in protein synthesis.",
HESI A2,Biology,Biology HESI A2 Practice Questions,Imagine that two parents both carry the recessive gene for cystic fibrosis. Any homozygous recessive offspring will manifest the disease. What percentage of the offspring is predicted to be carriers but not manifest the disease?,,0%,25%,50%,100%,,,,B,"When both parents carry the recessive gene for cystic fibrosis (homozygous recessive), there is a 25% chance for each offspring to inherit two recessive alleles and, therefore, manifest the disease. There is also a 50% chance for each offspring to inherit one recessive allele and one dominant allele, making them carriers of the disease but not manifest it. Therefore, 25% of the offspring are predicted to be carriers but not manifest the disease. Choice A (0%) is incorrect because there is a portion of offspring that will be carriers. Choice C (50%) is incorrect as this percentage corresponds to carriers who will not manifest the disease. Choice D (100%) is incorrect as not all offspring will be carriers and not manifest the disease.",
HESI A2,Biology,Biology HESI A2 Practice Questions,Where is the genetic code for each person stored?,,RNA,DNA,Nucleus,Chromosomes,,,,B,"The genetic code for each person is stored in DNA. DNA carries all the hereditary information, including unique traits and characteristics. RNA (Choice A) is involved in protein synthesis but does not hold the complete genetic code. The nucleus (Choice C) is a cellular organelle that houses the DNA, but it is not the genetic code itself. Chromosomes (Choice D) are structures made of DNA and proteins, but the genetic code is specifically encoded in the DNA molecule.",
HESI A2,Biology,Biology HESI A2 Practice Questions,Which of the following is true of homozygous traits?,,They are haploid,They are denoted AA,They are denoted aa,They are denoted Aa,,,,B,"Homozygous traits have two identical forms of the gene, either both dominant (AA) or both recessive (aa). Therefore, choices B and C are true for homozygous traits. Choice A is incorrect because being haploid refers to having a single set of chromosomes, not necessarily homozygous traits. Choice D is incorrect as homozygous traits have identical alleles, so they are not denoted as Aa.",
HESI A2,Biology,Biology HESI A2 Practice Questions,Which cellular structure is largely protective in function?,,Mitochondrion,Vacuole,Cell membrane,Ribosome,,,,C,"The correct answer is C: Cell membrane. The cell membrane, also known as the plasma membrane, is largely protective in function as it serves as a selectively permeable barrier that surrounds the cell, providing structural support and helping to maintain cell integrity. It regulates the movement of substances in and out of the cell, thus protecting the cell from harmful external factors while allowing essential nutrients to enter. Mitochondrion (choice A) is responsible for energy production, not primarily protective. Vacuole (choice B) is mainly involved in storage and transport. Ribosome (choice D) is involved in protein synthesis, not protective functions.",
HESI A2,Biology,Biology HESI A2 Practice Questions,"In a strand of DNA, you would expect to see adenine paired with ___________.",,cytosine,uracil,thymine,guanine,,,,C,"In a strand of DNA, adenine always pairs with thymine through two hydrogen bonds. This pairing is a fundamental aspect of DNA structure, where adenine and thymine complement each other in the double helix. Choice A (cytosine) is incorrect because adenine does not pair with cytosine in DNA. Choice B (uracil) is incorrect as uracil is found in RNA, not DNA. Choice D (guanine) is incorrect as guanine pairs with cytosine, not adenine, in DNA.",
HESI A2,Biology,Biology HESI A2 Practice Questions,Which organelle is responsible for organizing protein synthesis?,,Nucleus,Ribosome,Lysosome,Vacuole,,,,B,"The correct answer is B: Ribosome. Ribosomes are responsible for organizing protein synthesis by assembling amino acids. They are the cellular machinery where proteins are synthesized. The other choices, such as the nucleus, lysosome, and vacuole, do not directly participate in protein synthesis. The nucleus contains DNA and controls cell activities, the lysosome is involved in digestion and waste removal, and the vacuole is responsible for storage and maintaining cell turgor pressure.",
HESI A2,Biology,Biology HESI A2 Practice Questions,What is the magnification of an ocular lens on a microscope?,,4x,10x,40x,100x,,,,B,"The magnification of an ocular lens on a microscope is typically 10x, which is considered standard for most microscopes. Ocular lenses are designed to magnify the image produced by the objective lens further. Choices A, C, and D are incorrect because they do not represent the standard magnification of an ocular lens. A magnification of 4x, 40x, or 100x would not be typical for an ocular lens in a microscope.",
HESI A2,Biology,Biology HESI A2 Practice Questions,Which molecule is primarily responsible for storing energy in cells?,,Glucose,ATP,Fatty acids,Starch,,,,B,ATP is the correct answer because it is the molecule responsible for storing and providing energy in cells. Glucose is a source of energy but not primarily for storage. Fatty acids are more involved in energy production through oxidation. Starch is a polysaccharide used for energy storage in plants.,
HESI A2,Biology,Biology HESI A2 Practice Questions,Which two bases are purines?,,Adenine (A),Cytosine (C),Thymine (T),Guanine (G),,,,A,"Adenine (A) and guanine (G) are the two bases that are purines. Purines are characterized by a double-ring structure containing two carbon rings, distinguishing them from pyrimidines. Adenine and guanine are purines because they possess this unique double-ring structure. Therefore, choices A and D, adenine and guanine, respectively, are the correct answers. Choices B and C, cytosine and thymine, are pyrimidines and do not exhibit the double-ring structure characteristic of purines.",
HESI A2,Biology,Biology HESI A2 Practice Questions,Athletes are often concerned with the question of what they need in their diets to increase muscle mass and strength. What biologic molecule would you recommend that would accomplish this?,,carbohydrates,proteins,lipids,nucleic acids,,,,B,"Proteins are essential for building and repairing muscle tissue. They contain amino acids, which are the building blocks of muscles. Athletes looking to increase muscle mass and strength should focus on consuming adequate amounts of high-quality proteins in their diets. Carbohydrates provide energy for workouts, lipids are important for overall health but do not directly contribute to muscle building, and nucleic acids are involved in genetic activities rather than muscle growth.",
HESI A2,Biology,Biology HESI A2 Practice Questions,Which light color would be most effective for growing green plants indoors?,,Blue,Yellow,Green,Orange,,,,A,"Blue light is the most effective color for growing green plants indoors. Blue light has a higher energy level compared to other colors, which is crucial for promoting vegetative growth, strong stems, and lush foliage in plants. Additionally, blue light helps regulate plant growth hormones, making it essential for the overall health and development of green plants. Yellow, green, and orange light do not provide the necessary energy levels or spectrum needed for optimal plant growth, making them less effective choices for growing green plants indoors.",
HESI A2,Biology,Biology HESI A2 Practice Questions,Why is it important for cells to undergo mitosis?,,mitosis allows for reproduction with male and female gametes,mitosis increases variation within the species,mitosis produces cells that are different from the parent cell,mitosis produces cells for growth and repair of body tissue,,,,D,"It is important for cells to undergo mitosis because it produces cells for the growth and repair of body tissues. Mitosis allows for the formation of genetically identical daughter cells, ensuring proper function and maintenance of the organism's body. By producing new cells, mitosis helps in the replenishment of damaged or worn-out tissue and supports overall growth and development. Choices A, B, and C are incorrect because mitosis is not directly related to reproduction with male and female gametes, increasing variation within the species, or producing cells different from the parent cell. These functions are more associated with meiosis, which is specifically for sexual reproduction and genetic diversity.",
HESI A2,Biology,Biology HESI A2 Exam,What type of tissue is fat?,,Connective,Muscle,Nervous,Epithelial,,,,A,"Fat is a type of loose connective tissue known as adipose tissue. Adipose tissue primarily functions to store energy and provide cushioning and insulation for organs. While muscle tissue is responsible for movement, nervous tissue transmits nerve impulses, and epithelial tissue covers and protects body surfaces, fat specifically falls under the category of connective tissue.",
HESI A2,Biology,Biology HESI A2 Exam,Which of the following are found both in open and closed circulatory systems?,,Arteries,Red blood cells,Capillaries,Immune cells,,,,C,"The correct answer is C, Capillaries. Capillaries are found in both open and closed circulatory systems. Capillaries are small blood vessels that connect arteries and veins, allowing for the exchange of nutrients and wastes between the blood and tissues. They are essential components of circulatory systems regardless of whether they are open or closed. Arteries (Choice A) are not found in open circulatory systems, as these systems lack distinct arteries and veins. Red blood cells (Choice B) are present in the blood but are not exclusive to either open or closed circulatory systems. Immune cells (Choice D) are not specific components of circulatory systems, as they are part of the immune system.",
HESI A2,Biology,Biology HESI A2 Exam,Which color of light is least effective at driving photosynthesis?,,Violet,Green,Orange,Red,,,,B,"Green light is the least effective at driving photosynthesis because chlorophyll, the primary pigment responsible for absorbing light in plants, does not absorb green light well. Instead, chlorophyll absorbs more effectively in the blue and red regions of the light spectrum. Therefore, green light is relatively less efficient in promoting photosynthesis compared to violet, orange, and red light. Violet light, although at the shorter wavelength end of the spectrum, can still drive photosynthesis better than green light. Orange and red light are more efficiently absorbed by chlorophyll, making them more effective in driving the process of photosynthesis.",
HESI A2,Biology,Biology HESI A2 Exam,The mixture of gases surrounding a planet is referred to as its ______.,,Atmosphere,Stratosphere,Biosphere,Troposphere,,,,A,"The mixture of gases surrounding a planet is referred to as its atmosphere. The atmosphere plays a crucial role in supporting life on Earth by providing oxygen, regulating carbon dioxide levels, and shielding the planet from harmful radiation. While the stratosphere, troposphere, and other layers are part of the atmosphere, the term 'atmosphere' encompasses the entire gaseous envelope surrounding a planet. The stratosphere, troposphere, mesosphere, thermosphere, and exosphere are specific layers within the atmosphere, each with distinct characteristics and functions.",
HESI A2,Biology,Biology HESI A2 Exam,A cell that does not contain membrane-bound organelles or a defined nucleus would be classified as:,,eukaryotic,embryonic,prokaryotic,symbiotic,,,,C,"A cell that does not contain membrane-bound organelles or a defined nucleus is classified as prokaryotic. Prokaryotic cells lack a true nucleus, and their genetic material is typically found in a region called the nucleoid. Examples of prokaryotic organisms include bacteria and archaea. Eukaryotic cells, on the other hand, contain membrane-bound organelles and a true nucleus, distinguishing them from prokaryotic cells. Embryonic and symbiotic classifications are not directly related to the presence of organelles or a nucleus in cells.",
HESI A2,Biology,Biology HESI A2 Exam,How many chromosomes do sperm and egg produce in meiosis?,,23,46,25,50,,,,A,"During meiosis, sperm and egg cells produce half the number of chromosomes found in somatic cells. Each contributes 23 chromosomes, which combine to form a zygote with a total of 46 chromosomes. Choice B (46) is incorrect because this is the number of chromosomes produced in mitosis, not meiosis. Choices C (25) and D (50) are also incorrect as they do not align with the chromosome count in sex cells during meiosis.",
HESI A2,Biology,Biology HESI A2 Exam,What is the second part of an organism's scientific name?,,species,phylum,population,kingdom,,,,A,"The correct answer is 'species.' In binomial nomenclature, the second part of an organism's scientific name represents its species. The species name is a unique identifier within the genus and helps differentiate between different organisms within the same genus. Choices B, C, and D are incorrect. Phylum is a taxonomic rank higher than species, population refers to a group of organisms of the same species living in the same area, and kingdom is a taxonomic rank higher than genus.",
HESI A2,Biology,Biology HESI A2 Exam,RNA is made from DNA through a process called ___________.,,transcription,synthesis,translation,replication,,,,A,"RNA is made from DNA through a process called transcription. During transcription, an enzyme called RNA polymerase reads the DNA template and synthesizes a complementary RNA molecule. This process is essential for gene expression and allows the information encoded in DNA to be converted into functional RNA molecules. Choice B, 'synthesis,' is incorrect as it is a general term and does not specifically describe the process of RNA formation from DNA. Choice C, 'translation,' is incorrect as it refers to the process where the mRNA is used to assemble amino acids during protein synthesis, not the conversion of DNA to RNA. Choice D, 'replication,' is incorrect as it is the process of making an identical copy of DNA, not converting DNA into RNA.",
HESI A2,Biology,Biology HESI A2 Exam,What is the main component of blood plasma?,,Proteins,Water,Red Blood Cells,Platelets,,,,B,"The correct answer is B: Water. Blood plasma is composed mostly of water, which acts as a solvent for various nutrients and substances. Choices A, C, and D are incorrect. Proteins are indeed present in blood plasma but are not the main component. Red blood cells and platelets are cellular components of blood, not the main component of blood plasma.",
HESI A2,Biology,Biology HESI A2 Exam,Which is not part of a nucleic acid?,,Sulfate,Phosphate,Carbon,Nitrogen,,,,A,"Sulfate is not part of a nucleic acid. Nucleic acids, such as DNA and RNA, are composed of nucleotide units, which consist of a phosphate group, a sugar molecule (ribose in RNA and deoxyribose in DNA), and a nitrogenous base. Carbon and nitrogen are essential elements found in nucleic acids, while sulfate is not a component of nucleic acid structure. Therefore, the correct answer is A: Sulfate.",
